transcript_id	gene_id	length	parent_name	l_utr5	l_utr3	l_cds
YDR215C_mRNA	YDR215C	684	YDR215C	97	176	411
YDR220C_mRNA	YDR220C	564	YDR220C	97	176	291
YDR222W_mRNA	YDR222W	1518	YDR222W	97	176	1245
YDR230W_mRNA	YDR230W	618	YDR230W	97	176	345
YDR239C_mRNA	YDR239C	2469	YDR239C	25	83	2361
YDR246W-A_mRNA	YDR246W-A	471	YDR246W-A	97	176	198
YDR248C_mRNA	YDR248C	852	YDR248C	97	176	579
YDR249C_mRNA	YDR249C	1392	YDR249C	97	176	1119
YDR250C_mRNA	YDR250C	546	YDR250C	97	176	273
YDR261C-D_pre-mRNA	YDR261C-D	5086	YDR261C-D	NA	NA	NA
YDR261W-B_pre-mRNA	YDR261W-B	5584	YDR261W-B	NA	NA	NA
YDR262W_mRNA	YDR262W	1026	YDR262W	11	199	816
YDR269C_mRNA	YDR269C	594	YDR269C	97	176	321
YDR271C_mRNA	YDR271C	642	YDR271C	97	176	369
YDR274C_mRNA	YDR274C	642	YDR274C	97	176	369
YDR278C_mRNA	YDR278C	588	YDR278C	97	176	315
YDR282C_mRNA	YDR282C	1515	YDR282C	97	176	1242
YDR286C_mRNA	YDR286C	471	YDR286C	40	89	342
YDR290W_mRNA	YDR290W	600	YDR290W	97	176	327
YDR306C_mRNA	YDR306C	1564	YDR306C	52	78	1434
YDR316W-B_pre-mRNA	YDR316W-B	5539	YDR316W-B	NA	NA	NA
YDR320W-B_mRNA	YDR320W-B	408	YDR320W-B	97	176	135
YDR327W_mRNA	YDR327W	597	YDR327W	97	176	324
YDR336W_mRNA	YDR336W	1013	YDR336W	7	64	942
YDR338C_mRNA	YDR338C	2276	YDR338C	64	127	2085
YDR340W_mRNA	YDR340W	573	YDR340W	97	176	300
YDR341C_mRNA	YDR341C	2085	YDR341C	78	186	1821
YDR344C_mRNA	YDR344C	714	YDR344C	97	176	441
YDR354C-A_mRNA	YDR354C-A	414	YDR354C-A	97	176	141
YDR355C_mRNA	YDR355C	573	YDR355C	97	176	300
YDR365W-B_pre-mRNA	YDR365W-B	5539	YDR365W-B	NA	NA	NA
YDR366C_mRNA	YDR366C	669	YDR366C	97	176	396
YDR371C-A_mRNA	YDR371C-A	375	YDR371C-A	97	176	102
YDR381C-A_mRNA	YDR381C-A	464	YDR381C-A	1	121	342
YDR381C-A_pre-mRNA	YDR381C-A	658	YDR381C-A	1	121	536
YDR387C_mRNA	YDR387C	1947	YDR387C	146	136	1665
YDR391C_mRNA	YDR391C	793	YDR391C	20	77	696
YDR396W_mRNA	YDR396W	771	YDR396W	97	176	498
YDR401W_mRNA	YDR401W	834	YDR401W	97	176	561
YDR406W-A_mRNA	YDR406W-A	516	YDR406W-A	97	176	243
YDR413C_mRNA	YDR413C	846	YDR413C	97	176	573
YDR415C_mRNA	YDR415C	1222	YDR415C	55	45	1122
YDR417C_mRNA	YDR417C	642	YDR417C	97	176	369
YDR426C_mRNA	YDR426C	648	YDR426C	97	176	375
YDR431W_mRNA	YDR431W	582	YDR431W	97	176	309
YDR433W_mRNA	YDR433W	711	YDR433W	97	176	438
YDR442W_mRNA	YDR442W	663	YDR442W	97	176	390
YDR444W_mRNA	YDR444W	2334	YDR444W	97	176	2061
YDR445C_mRNA	YDR445C	678	YDR445C	97	176	405
YDR455C_mRNA	YDR455C	579	YDR455C	97	176	306
YDR461C-A_mRNA	YDR461C-A	485	YDR461C-A	62	183	240
YDR464C-A_mRNA	YDR464C-A	459	YDR464C-A	97	176	186
YDR467C_mRNA	YDR467C	597	YDR467C	97	176	324
YDR476C_mRNA	YDR476C	867	YDR476C	10	185	672
YDR491C_mRNA	YDR491C	762	YDR491C	97	176	489
YDR509W_mRNA	YDR509W	618	YDR509W	97	176	345
YDR510C-A_mRNA	YDR510C-A	387	YDR510C-A	97	176	114
YDR514C_mRNA	YDR514C	1594	YDR514C	61	84	1449
YDR521W_mRNA	YDR521W	606	YDR521W	97	176	333
YDR524C-A_mRNA	YDR524C-A	390	YDR524C-A	97	176	117
YDR524C-B_mRNA	YDR524C-B	622	YDR524C-B	84	340	198
YDR524W-C_mRNA	YDR524W-C	360	YDR524W-C	97	176	87
YDR526C_mRNA	YDR526C	741	YDR526C	97	176	468
YDR535C_mRNA	YDR535C	771	YDR535C	97	176	498
YDR535C_pre-mRNA	YDR535C	1027	YDR535C	97	176	754
YDR537C_mRNA	YDR537C	876	YDR537C	97	176	603
YDR541C_mRNA	YDR541C	1305	YDR541C	97	176	1032
YDR543C_mRNA	YDR543C	570	YDR543C	97	176	297
YDR544C_mRNA	YDR544C	699	YDR544C	97	176	426
YDR545C-A_mRNA	YDR545C-A	750	YDR545C-A	97	176	477
YEL004W_mRNA	YEA4	1299	YEL004W	97	176	1026
YEL006W_mRNA	YEA6	1212	YEL006W	18	189	1005
YEL041W_mRNA	YEF1	1758	YEL041W	97	176	1485
YLR249W_mRNA	YEF3	3316	YLR249W	40	144	3132
YLL012W_mRNA	YEH1	1828	YLL012W	42	67	1719
YLR020C_mRNA	YEH2	1817	YLR020C	50	153	1614
YEL008C-A_mRNA	YEL008C-A	363	YEL008C-A	97	176	90
YEL008W_mRNA	YEL008W	651	YEL008W	97	176	378
YEL009C-A_mRNA	YEL009C-A	678	YEL009C-A	97	176	405
YEL010W_mRNA	YEL010W	621	YEL010W	97	176	348
YEL014C_mRNA	YEL014C	576	YEL014C	97	176	303
YEL018C-A_mRNA	YEL018C-A	804	YEL018C-A	97	176	531
YEL020C_mRNA	YEL020C	1953	YEL020C	97	176	1680
YEL020C-B_mRNA	YEL020C-B	468	YEL020C-B	97	176	195
YEL023C_mRNA	YEL023C	2319	YEL023C	97	176	2046
YEL025C_mRNA	YEL025C	3837	YEL025C	97	176	3564
YEL028W_mRNA	YEL028W	732	YEL028W	97	176	459
YEL030C-A_mRNA	YEL030C-A	585	YEL030C-A	97	176	312
YEL032C-A_mRNA	YEL032C-A	432	YEL032C-A	97	176	159
YEL034C-A_mRNA	YEL034C-A	873	YEL034C-A	97	176	600
YEL043W_mRNA	YEL043W	3141	YEL043W	97	176	2868
YEL045C_mRNA	YEL045C	696	YEL045C	97	176	423
YEL050W-A_mRNA	YEL050W-A	462	YEL050W-A	97	176	189
YEL053W-A_mRNA	YEL053W-A	618	YEL053W-A	97	176	345
YEL057C_mRNA	YEL057C	967	YEL057C	133	135	699
YEL067C_mRNA	YEL067C	858	YEL067C	97	176	585
YEL068C_mRNA	YEL068C	603	YEL068C	97	176	330
YEL073C_mRNA	YEL073C	594	YEL073C	97	176	321
YEL074W_mRNA	YEL074W	609	YEL074W	97	176	336
YEL075C_mRNA	YEL075C	639	YEL075C	97	176	366
YEL075W-A_mRNA	YEL075W-A	882	YEL075W-A	97	176	609
YEL076C_mRNA	YEL076C	921	YEL076C	97	176	648
YEL076C-A_mRNA	YEL076C-A	921	YEL076C-A	97	176	648
YEL076C-A_pre-mRNA	YEL076C-A	1200	YEL076C-A	97	176	927
YEL077C_mRNA	YEL077C	4104	YEL077C	97	176	3831
YEL077W-A_mRNA	YEL077W-A	753	YEL077W-A	97	176	480
YBL060W_mRNA	YEL1	2334	YBL060W	97	176	2061
YER041W_mRNA	YEN1	2550	YER041W	97	176	2277
YER006C-A_mRNA	YER006C-A	588	YER006C-A	97	176	315
YER010C_mRNA	YER010C	975	YER010C	97	176	702
YER023C-A_mRNA	YER023C-A	483	YER023C-A	97	176	210
YER034W_mRNA	YER034W	828	YER034W	97	176	555
YER038W-A_mRNA	YER038W-A	651	YER038W-A	97	176	378
YER039C-A_mRNA	YER039C-A	489	YER039C-A	97	176	216
YER046W-A_mRNA	YER046W-A	600	YER046W-A	97	176	327
YER053C-A_mRNA	YER053C-A	619	YER053C-A	125	383	111
YER066C-A_mRNA	YER066C-A	771	YER066C-A	97	176	498
YER067C-A_mRNA	YER067C-A	594	YER067C-A	97	176	321
YER068C-A_mRNA	YER068C-A	702	YER068C-A	97	176	429
YER076C_mRNA	YER076C	1179	YER076C	97	176	906
YER076W-A_mRNA	YER076W-A	618	YER076W-A	97	176	345
YER077C_mRNA	YER077C	2337	YER077C	97	176	2064
YER078W-A_mRNA	YER078W-A	435	YER078W-A	97	176	162
YER079C-A_mRNA	YER079C-A	609	YER079C-A	97	176	336
YER079W_mRNA	YER079W	972	YER079W	77	265	630
YER084W_mRNA	YER084W	657	YER084W	97	176	384
YER084W-A_mRNA	YER084W-A	783	YER084W-A	97	176	510
YER085C_mRNA	YER085C	792	YER085C	97	176	519
YER087C-A_mRNA	YER087C-A	822	YER087C-A	97	176	549
YER088C-A_mRNA	YER088C-A	594	YER088C-A	97	176	321
YER088W-B_mRNA	YER088W-B	417	YER088W-B	97	176	144
YER090C-A_mRNA	YER090C-A	360	YER090C-A	97	176	87
YER091C-A_mRNA	YER091C-A	492	YER091C-A	97	176	219
YER097W_mRNA	YER097W	600	YER097W	97	176	327
YER107W-A_mRNA	YER107W-A	591	YER107W-A	97	176	318
YER109C	YER109C	2670	YER109C	NA	NA	NA
YER119C-A_mRNA	YER119C-A	642	YER119C-A	97	176	369
YER121W_mRNA	YER121W	491	YER121W	30	119	342
YER133W-A_mRNA	YER133W-A	612	YER133W-A	97	176	339
YER134C_mRNA	YER134C	801	YER134C	46	221	534
YER135C_mRNA	YER135C	663	YER135C	97	176	390
YER137C_mRNA	YER137C	717	YER137C	97	176	444
YER137W-A_mRNA	YER137W-A	576	YER137W-A	97	176	303
YER138C_pre-mRNA	YER138C	5539	YER138C	NA	NA	NA
YER138W-A_mRNA	YER138W-A	375	YER138W-A	97	176	102
YER145C-A_mRNA	YER145C-A	708	YER145C-A	97	176	435
YER147C-A_mRNA	YER147C-A	681	YER147C-A	97	176	408
YER148W-A_mRNA	YER148W-A	849	YER148W-A	97	176	576
YER152C_mRNA	YER152C	1602	YER152C	97	176	1329
YER152W-A_mRNA	YER152W-A	837	YER152W-A	97	176	564
YER156C_mRNA	YER156C	1155	YER156C	31	110	1014
YER158C_mRNA	YER158C	1992	YER158C	97	176	1719
YER158W-A_mRNA	YER158W-A	486	YER158W-A	97	176	213
YER160C_pre-mRNA	YER160C	5539	YER160C	NA	NA	NA
YER165C-A_mRNA	YER165C-A	627	YER165C-A	97	176	354
YER172C-A_mRNA	YER172C-A	651	YER172C-A	97	176	378
YER175W-A_mRNA	YER175W-A	435	YER175W-A	97	176	162
YER181C_mRNA	YER181C	594	YER181C	97	176	321
YER186C_mRNA	YER186C	1191	YER186C	97	176	918
YER187W_mRNA	YER187W	696	YER187W	97	176	423
YER188C-A_mRNA	YER188C-A	570	YER188C-A	97	176	297
YER188W_mRNA	YER188W	990	YER188W	97	176	717
YER189W_mRNA	YER189W	639	YER189W	97	176	366
YER190C-A_mRNA	YER190C-A	846	YER190C-A	97	176	573
YER190C-B_mRNA	YER190C-B	753	YER190C-B	97	176	480
YKL065C_mRNA	YET1	840	YKL065C	75	147	618
YMR040W_mRNA	YET2	730	YMR040W	157	93	480
YDL072C_mRNA	YET3	750	YDL072C	63	78	609
YDL120W_mRNA	YFH1	782	YDL120W	90	170	522
YFR007W_mRNA	YFH7	1180	YFR007W	52	69	1059
YFL002W-A_pre-mRNA	YFL002W-A	5584	YFL002W-A	NA	NA	NA
YFL012W_mRNA	YFL012W	698	YFL012W	92	162	444
YFL012W-A_mRNA	YFL012W-A	645	YFL012W-A	97	176	372
YFL013W-A_mRNA	YFL013W-A	1074	YFL013W-A	97	176	801
YFL015C_mRNA	YFL015C	765	YFL015C	97	176	492
YFL015W-A_mRNA	YFL015W-A	588	YFL015W-A	97	176	315
YFL019C_mRNA	YFL019C	624	YFL019C	97	176	351
YFL021C-A_mRNA	YFL021C-A	1125	YFL021C-A	97	176	852
YFL031C-A_mRNA	YFL031C-A	372	YFL031C-A	97	176	99
YFL032W_mRNA	YFL032W	591	YFL032W	97	176	318
YFL034W_mRNA	YFL034W	3492	YFL034W	97	176	3219
YFL040W_mRNA	YFL040W	1893	YFL040W	97	176	1620
YFL041W-A_mRNA	YFL041W-A	462	YFL041W-A	97	176	189
YFL042C_mRNA	YFL042C	2130	YFL042C	44	64	2022
YFL051C_mRNA	YFL051C	753	YFL051C	97	176	480
YFL052W_mRNA	YFL052W	1668	YFL052W	97	176	1395
YFL054C_mRNA	YFL054C	2211	YFL054C	97	176	1938
YFL056C_mRNA	YFL056C	1397	YFL056C	NA	NA	NA
YFL063W_mRNA	YFL063W	726	YFL063W	97	176	453
YFL064C_mRNA	YFL064C	795	YFL064C	97	176	522
YFL065C_mRNA	YFL065C	579	YFL065C	97	176	306
YFL066C_mRNA	YFL066C	1449	YFL066C	97	176	1176
YFL067W_mRNA	YFL067W	798	YFL067W	97	176	525
YFL068W_mRNA	YFL068W	656	YFL068W	0	176	480
YFR006W_mRNA	YFR006W	1742	YFR006W	25	112	1605
YFR009W-A_mRNA	YFR009W-A	528	YFR009W-A	97	176	255
YFR010W-A_mRNA	YFR010W-A	459	YFR010W-A	97	176	186
YFR012W-A_mRNA	YFR012W-A	357	YFR012W-A	97	176	84
YFR016C_mRNA	YFR016C	3847	YFR016C	94	54	3699
YFR018C_mRNA	YFR018C	1362	YFR018C	97	176	1089
YFR020W_mRNA	YFR020W	969	YFR020W	97	176	696
YFR032C-B_mRNA	YFR032C-B	534	YFR032C-B	97	176	261
YFR034W-A_mRNA	YFR034W-A	558	YFR034W-A	97	176	285
YFR035C_mRNA	YFR035C	615	YFR035C	97	176	342
YFR036W-A_mRNA	YFR036W-A	921	YFR036W-A	97	176	648
YFR045W_mRNA	YFR045W	1050	YFR045W	16	107	927
YFR045W_pre-mRNA	YFR045W	1122	YFR045W	16	107	999
YFR052C-A_mRNA	YFR052C-A	576	YFR052C-A	97	176	303
YFR054C_mRNA	YFR054C	849	YFR054C	97	176	576
YFR056C_mRNA	YFR056C	639	YFR056C	97	176	366
YFR057W_mRNA	YFR057W	726	YFR057W	97	176	453
YDR319C_mRNA	YFT2	1095	YDR319C	97	176	822
YOL128C_mRNA	YGK3	1398	YOL128C	97	176	1125
YGL006W-A_mRNA	YGL006W-A	381	YGL006W-A	97	176	108
YGL007C-A_mRNA	YGL007C-A	357	YGL007C-A	97	176	84
YGL014C-A_mRNA	YGL014C-A	432	YGL014C-A	97	176	159
YGL015C_mRNA	YGL015C	663	YGL015C	97	176	390
YGL024W_mRNA	YGL024W	606	YGL024W	97	176	333
YGL034C_mRNA	YGL034C	636	YGL034C	97	176	363
YGL036W_mRNA	YGL036W	3000	YGL036W	97	176	2727
YGL039W_mRNA	YGL039W	1279	YGL039W	115	120	1044
YGL041C_mRNA	YGL041C	474	YGL041C	97	176	201
YGL041C-B_mRNA	YGL041C-B	453	YGL041C-B	97	176	180
YGL041W-A_mRNA	YGL041W-A	696	YGL041W-A	60	174	462
YGL042C_mRNA	YGL042C	576	YGL042C	97	176	303
YGL052W_mRNA	YGL052W	576	YGL052W	97	176	303
YGL063C-A_mRNA	YGL063C-A	420	YGL063C-A	97	176	147
YGL069C_mRNA	YGL069C	735	YGL069C	97	176	462
YGL072C_mRNA	YGL072C	630	YGL072C	97	176	357
YGL074C_mRNA	YGL074C	597	YGL074C	97	176	324
YGL081W_mRNA	YGL081W	1233	YGL081W	97	176	960
YGL082W_mRNA	YGL082W	1418	YGL082W	79	196	1143
YGL088W_mRNA	YGL088W	636	YGL088W	97	176	363
YGL101W_mRNA	YGL101W	911	YGL101W	12	254	645
YGL102C_mRNA	YGL102C	699	YGL102C	97	176	426
YGL108C_mRNA	YGL108C	693	YGL108C	97	176	420
YGL109W_mRNA	YGL109W	594	YGL109W	97	176	321
YGL114W_mRNA	YGL114W	2448	YGL114W	97	176	2175
YGL117W_mRNA	YGL117W	995	YGL117W	111	89	795
YGL118C_mRNA	YGL118C	708	YGL118C	97	176	435
YGL123C-A_mRNA	YGL123C-A	501	YGL123C-A	97	176	228
YGL132W_mRNA	YGL132W	606	YGL132W	97	176	333
YGL138C_mRNA	YGL138C	1308	YGL138C	97	176	1035
YGL140C_mRNA	YGL140C	3930	YGL140C	97	176	3657
YGL149W_mRNA	YGL149W	576	YGL149W	97	176	303
YGL152C_mRNA	YGL152C	948	YGL152C	97	176	675
YGL159W_mRNA	YGL159W	1383	YGL159W	97	176	1110
YGL165C_mRNA	YGL165C	849	YGL165C	97	176	576
YGL176C_mRNA	YGL176C	1935	YGL176C	97	176	1662
YGL177W_mRNA	YGL177W	618	YGL177W	97	176	345
YGL182C_mRNA	YGL182C	594	YGL182C	97	176	321
YGL185C_mRNA	YGL185C	1410	YGL185C	97	176	1137
YGL188C_mRNA	YGL188C	444	YGL188C	97	176	171
YGL188C-A_mRNA	YGL188C-A	411	YGL188C-A	97	176	138
YGL193C_mRNA	YGL193C	582	YGL193C	97	176	309
YGL194C-A_mRNA	YGL194C-A	652	YGL194C-A	260	152	240
YGL199C_mRNA	YGL199C	741	YGL199C	97	176	468
YGL204C_mRNA	YGL204C	576	YGL204C	97	176	303
YGL214W_mRNA	YGL214W	756	YGL214W	97	176	483
YGL217C_mRNA	YGL217C	612	YGL217C	97	176	339
YGL218W_mRNA	YGL218W	921	YGL218W	97	176	648
YGL230C_mRNA	YGL230C	714	YGL230C	97	176	441
YGL235W_mRNA	YGL235W	807	YGL235W	97	176	534
YGL239C_mRNA	YGL239C	585	YGL239C	97	176	312
YGL242C_mRNA	YGL242C	811	YGL242C	65	203	543
YGL258W-A_mRNA	YGL258W-A	504	YGL258W-A	97	176	231
YGL260W_mRNA	YGL260W	501	YGL260W	97	176	228
YGL262W_mRNA	YGL262W	798	YGL262W	97	176	525
YNL160W_mRNA	YGP1	1332	YNL160W	63	207	1062
YGR011W_mRNA	YGR011W	597	YGR011W	97	176	324
YGR012W_mRNA	YGR012W	1232	YGR012W	17	36	1179
YGR015C_mRNA	YGR015C	1257	YGR015C	97	176	984
YGR016W_mRNA	YGR016W	764	YGR016W	13	181	570
YGR017W_mRNA	YGR017W	1175	YGR017W	167	117	891
YGR018C_mRNA	YGR018C	600	YGR018C	97	176	327
YGR021W_mRNA	YGR021W	1020	YGR021W	54	96	870
YGR022C_mRNA	YGR022C	600	YGR022C	97	176	327
YGR025W_mRNA	YGR025W	573	YGR025W	97	176	300
YGR026W_mRNA	YGR026W	1121	YGR026W	131	156	834
YGR027W-B_pre-mRNA	YGR027W-B	5539	YGR027W-B	NA	NA	NA
YGR035C_mRNA	YGR035C	618	YGR035C	90	180	348
YGR035W-A_mRNA	YGR035W-A	492	YGR035W-A	97	176	219
YGR038C-B_pre-mRNA	YGR038C-B	5539	YGR038C-B	NA	NA	NA
YGR039W_mRNA	YGR039W	582	YGR039W	97	176	309
YGR042W_mRNA	YGR042W	956	YGR042W	50	93	813
YGR045C_mRNA	YGR045C	633	YGR045C	97	176	360
YGR050C_mRNA	YGR050C	517	YGR050C	88	75	354
YGR051C_mRNA	YGR051C	594	YGR051C	97	176	321
YGR053C_mRNA	YGR053C	1019	YGR053C	103	67	849
YGR054W_mRNA	YGR054W	2312	YGR054W	171	215	1926
YGR064W_mRNA	YGR064W	639	YGR064W	97	176	366
YGR066C_mRNA	YGR066C	1149	YGR066C	97	176	876
YGR067C_mRNA	YGR067C	2685	YGR067C	97	176	2412
YGR068W-A_mRNA	YGR068W-A	366	YGR068W-A	97	176	93
YGR069W_mRNA	YGR069W	606	YGR069W	97	176	333
YGR073C_mRNA	YGR073C	642	YGR073C	97	176	369
YGR079W_mRNA	YGR079W	1383	YGR079W	97	176	1110
YGR107W_mRNA	YGR107W	720	YGR107W	97	176	447
YGR109W-B_pre-mRNA	YGR109W-B	4915	YGR109W-B	NA	NA	NA
YGR111W_mRNA	YGR111W	1387	YGR111W	72	115	1200
YGR114C_mRNA	YGR114C	660	YGR114C	97	176	387
YGR115C_mRNA	YGR115C	1050	YGR115C	97	176	777
YGR117C_mRNA	YGR117C	1701	YGR117C	97	176	1428
YGR121W-A_mRNA	YGR121W-A	486	YGR121W-A	97	176	213
YGR122C-A_mRNA	YGR122C-A	399	YGR122C-A	97	176	126
YGR122W_mRNA	YGR122W	1479	YGR122W	97	176	1206
YGR125W_mRNA	YGR125W	3381	YGR125W	97	176	3108
YGR126W_mRNA	YGR126W	963	YGR126W	97	176	690
YGR127W_mRNA	YGR127W	1209	YGR127W	97	176	936
YGR130C_mRNA	YGR130C	2723	YGR130C	103	172	2448
YGR137W_mRNA	YGR137W	645	YGR137W	97	176	372
YGR139W_mRNA	YGR139W	609	YGR139W	97	176	336
YGR146C-A_mRNA	YGR146C-A	432	YGR146C-A	97	176	159
YGR149W_mRNA	YGR149W	1570	YGR149W	111	163	1296
YGR151C_mRNA	YGR151C	606	YGR151C	97	176	333
YGR153W_mRNA	YGR153W	924	YGR153W	97	176	651
YGR160W_mRNA	YGR160W	882	YGR160W	97	176	609
YGR161C-D_pre-mRNA	YGR161C-D	5539	YGR161C-D	NA	NA	NA
YGR161W-B_pre-mRNA	YGR161W-B	5584	YGR161W-B	NA	NA	NA
YGR161W-C_mRNA	YGR161W-C	788	YGR161W-C	231	281	276
YGR164W_mRNA	YGR164W	606	YGR164W	97	176	333
YGR168C_mRNA	YGR168C	1401	YGR168C	97	176	1128
YGR174W-A_mRNA	YGR174W-A	348	YGR174W-A	149	115	84
YGR176W_mRNA	YGR176W	618	YGR176W	97	176	345
YGR182C_mRNA	YGR182C	624	YGR182C	97	176	351
YGR190C_mRNA	YGR190C	636	YGR190C	97	176	363
YGR201C_mRNA	YGR201C	948	YGR201C	97	176	675
YGR204C-A_mRNA	YGR204C-A	384	YGR204C-A	97	176	111
YGR210C_mRNA	YGR210C	1440	YGR210C	125	82	1233
YGR219W_mRNA	YGR219W	612	YGR219W	97	176	339
YGR226C_mRNA	YGR226C	480	YGR226C	97	176	207
YGR228W_mRNA	YGR228W	615	YGR228W	97	176	342
YGR237C_mRNA	YGR237C	2628	YGR237C	97	176	2355
YGR240C-A_mRNA	YGR240C-A	471	YGR240C-A	97	176	198
YGR242W_mRNA	YGR242W	579	YGR242W	97	176	306
YGR250C_mRNA	YGR250C	2651	YGR250C	201	107	2343
YGR259C_mRNA	YGR259C	711	YGR259C	97	176	438
YGR265W_mRNA	YGR265W	681	YGR265W	97	176	408
YGR266W_mRNA	YGR266W	2376	YGR266W	97	176	2103
YGR269W_mRNA	YGR269W	597	YGR269W	97	176	324
YGR270C-A_mRNA	YGR270C-A	489	YGR270C-A	97	176	216
YGR273C_mRNA	YGR273C	795	YGR273C	97	176	522
YGR283C_mRNA	YGR283C	1128	YGR283C	41	64	1023
YGR290W_mRNA	YGR290W	714	YGR290W	97	176	441
YGR291C_mRNA	YGR291C	492	YGR291C	97	176	219
YGR293C_mRNA	YGR293C	732	YGR293C	97	176	459
YGR296C-A_mRNA	YGR296C-A	846	YGR296C-A	97	176	573
YGR296C-B_mRNA	YGR296C-B	753	YGR296C-B	97	176	480
YGR234W_mRNA	YHB1	1538	YGR234W	59	282	1197
YLR298C_mRNA	YHC1	749	YLR298C	5	51	693
YJL059W_mRNA	YHC3	1497	YJL059W	97	176	1224
YHR029C_mRNA	YHI9	990	YHR029C	28	80	882
YHR048W_mRNA	YHK8	1815	YHR048W	97	176	1542
YHL002C-A_mRNA	YHL002C-A	759	YHL002C-A	97	176	486
YHL005C_mRNA	YHL005C	663	YHL005C	97	176	390
YHL006W-A_mRNA	YHL006W-A	624	YHL006W-A	97	176	351
YHL008C_mRNA	YHL008C	2248	YHL008C	192	175	1881
YHL009W-B_pre-mRNA	YHL009W-B	5680	YHL009W-B	NA	NA	NA
YHL012W_mRNA	YHL012W	1752	YHL012W	97	176	1479
YHL015W-A_mRNA	YHL015W-A	354	YHL015W-A	97	176	81
YHL017W_mRNA	YHL017W	1869	YHL017W	97	176	1596
YHL018W_mRNA	YHL018W	633	YHL018W	97	176	360
YHL019W-A_mRNA	YHL019W-A	864	YHL019W-A	97	176	591
YHL026C_mRNA	YHL026C	1218	YHL026C	97	176	945
YHL030W-A_mRNA	YHL030W-A	732	YHL030W-A	97	176	459
YHL034W-A_mRNA	YHL034W-A	732	YHL034W-A	97	176	459
YHL037C_mRNA	YHL037C	672	YHL037C	97	176	399
YHL041W_mRNA	YHL041W	720	YHL041W	97	176	447
YHL042W_mRNA	YHL042W	723	YHL042W	97	176	450
YHL044W_mRNA	YHL044W	978	YHL044W	97	176	705
YHL045W_mRNA	YHL045W	618	YHL045W	97	176	345
YHL046W-A_mRNA	YHL046W-A	597	YHL046W-A	97	176	324
YHL048C-A_mRNA	YHL048C-A	405	YHL048C-A	97	176	132
YHL049C_mRNA	YHL049C	1086	YHL049C	97	176	813
YHL050C_mRNA	YHL050C	2364	YHL050C	97	176	2091
YHL050C_pre-mRNA	YHL050C	3137	YHL050C	97	176	2864
YHL050W-A_mRNA	YHL050W-A	753	YHL050W-A	97	176	480
YMR241W_mRNA	YHM2	1212	YMR241W	222	48	942
YDR451C_mRNA	YHP1	1314	YDR451C	53	202	1059
YHR007C-A_mRNA	YHR007C-A	486	YHR007C-A	97	176	213
YHR020W_mRNA	YHR020W	2301	YHR020W	145	92	2064
YHR022C_mRNA	YHR022C	1041	YHR022C	97	176	768
YHR022C-A_mRNA	YHR022C-A	360	YHR022C-A	97	176	87
YHR028W-A_mRNA	YHR028W-A	591	YHR028W-A	97	176	318
YHR032C-A_mRNA	YHR032C-A	390	YHR032C-A	97	176	117
YHR032W-A_mRNA	YHR032W-A	450	YHR032W-A	97	176	177
YHR033W_mRNA	YHR033W	1572	YHR033W	22	281	1269
YHR045W_mRNA	YHR045W	1953	YHR045W	97	176	1680
YHR049C-A_mRNA	YHR049C-A	567	YHR049C-A	97	176	294
YHR050W-A_mRNA	YHR050W-A	441	YHR050W-A	97	176	168
YHR052W-A_mRNA	YHR052W-A	465	YHR052W-A	97	176	192
YHR054C_mRNA	YHR054C	1335	YHR054C	97	176	1062
YHR054W-A_mRNA	YHR054W-A	465	YHR054W-A	97	176	192
YHR056W-A_mRNA	YHR056W-A	705	YHR056W-A	97	176	432
YHR063W-A_mRNA	YHR063W-A	606	YHR063W-A	97	176	333
YHR069C-A_mRNA	YHR069C-A	633	YHR069C-A	97	176	360
YHR070C-A_mRNA	YHR070C-A	681	YHR070C-A	97	176	408
YHR071C-A_mRNA	YHR071C-A	591	YHR071C-A	97	176	318
YHR073C-B_mRNA	YHR073C-B	351	YHR073C-B	97	176	78
YHR073W-A_mRNA	YHR073W-A	447	YHR073W-A	97	176	174
YHR078W_mRNA	YHR078W	1929	YHR078W	97	176	1656
YHR080C_mRNA	YHR080C	4308	YHR080C	97	176	4035
YHR086W-A_mRNA	YHR086W-A	432	YHR086W-A	97	176	159
YHR095W_mRNA	YHR095W	765	YHR095W	97	176	492
YHR097C_mRNA	YHR097C	1371	YHR097C	97	176	1098
YHR097C_pre-mRNA	YHR097C	1495	YHR097C	97	176	1222
YHR112C_mRNA	YHR112C	1858	YHR112C	515	209	1134
YHR125W_mRNA	YHR125W	576	YHR125W	97	176	303
YHR127W_mRNA	YHR127W	974	YHR127W	45	200	729
YHR130C_mRNA	YHR130C	606	YHR130C	97	176	333
YHR131C_mRNA	YHR131C	2823	YHR131C	97	176	2550
YHR131W-A_mRNA	YHR131W-A	516	YHR131W-A	97	176	243
YHR137C-A_mRNA	YHR137C-A	921	YHR137C-A	97	176	648
YHR138C_mRNA	YHR138C	539	YHR138C	72	125	342
YHR139C-A_mRNA	YHR139C-A	582	YHR139C-A	97	176	309
YHR140W_mRNA	YHR140W	990	YHR140W	97	176	717
YHR145C_mRNA	YHR145C	627	YHR145C	97	176	354
YHR165W-A_mRNA	YHR165W-A	582	YHR165W-A	97	176	309
YHR173C_mRNA	YHR173C	609	YHR173C	97	176	336
YHR175W-A_mRNA	YHR175W-A	420	YHR175W-A	97	176	147
